flow_id,src,dst,path_idx,path_hops,demand_mbps,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
708,13,1,2,q_r14_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,0.3286,0.0655,16500,16500,0,0.00
709,13,2,0,q_r14_r7 | q_r7_r3,0.6973,0.3127,79500,79500,0,0.00
710,13,2,1,q_r14_r2 | q_r2_r7 | q_r7_r3,0.6973,0.2204,55500,55500,0,0.00
711,13,2,2,q_r14_r7 | q_r7_r6 | q_r6_r13 | q_r13_r3,0.6973,0.1510,39000,39000,0,0.00
712,13,2,3,q_r14_r7 | q_r7_r5 | q_r5_r13 | q_r13_r3,0.6973,0.0132,4500,4500,0,0.00
713,13,3,0,q_r14_r7 | q_r7_r5 | q_r5_r4,0.2278,0.0922,24000,24000,0,0.00
714,13,3,1,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r4,0.2278,0.0493,13500,13500,0,0.00
715,13,3,2,q_r14_r2 | q_r2_r7 | q_r7_r5 | q_r5_r4,0.2278,0.0857,22500,22500,0,0.00
716,13,4,0,q_r14_r7 | q_r7_r5,106.8526,53.2904,13323000,13321500,1500,0.01
717,13,4,1,q_r14_r2 | q_r2_r15 | q_r15_r5,106.8526,19.4740,4869000,4869000,0,0.00
718,13,4,2,q_r14_r2 | q_r2_r7 | q_r7_r5,106.8526,33.9556,8490000,8488500,1500,0.02
719,13,4,3,q_r14_r7 | q_r7_r22 | q_r22_r19 | q_r19_r5,106.8526,0.1325,34500,34500,0,0.00
720,13,5,0,q_r14_r7 | q_r7_r6,0.0998,0.0517,13500,13500,0,0.00
721,13,5,1,q_r14_r2 | q_r2_r7 | q_r7_r6,0.0998,0.0402,10500,10500,0,0.00
722,13,6,0,q_r14_r7,0.7054,0.3686,93000,93000,0,0.00
723,13,6,1,q_r14_r2 | q_r2_r7,0.7054,0.1289,33000,33000,0,0.00
724,13,6,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r7,0.7054,0.1969,49500,49500,0,0.00
725,13,6,3,q_r14_r2 | q_r2_r15 | q_r15_r22 | q_r22_r7,0.7054,0.0110,3000,3000,0,0.00
726,13,7,0,q_r14_r7 | q_r7_r5 | q_r5_r8,0.0792,0.0279,7500,7500,0,0.00
727,13,7,1,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r8,0.0792,0.0163,4500,4500,0,0.00
728,13,7,3,q_r14_r7 | q_r7_r5 | q_r5_r13 | q_r13_r8,0.0792,0.0347,9000,9000,0,0.00
729,13,8,1,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.1298,0.0807,21000,21000,0,0.00
730,13,8,3,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.1298,0.0443,12000,12000,0,0.00
731,13,9,1,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,0.6453,0.6356,159000,157500,1500,0.94
732,13,12,1,q_r14_r7 | q_r7_r6 | q_r6_r13,0.5398,0.4077,102000,100500,1500,1.47
733,13,12,2,q_r14_r7 | q_r7_r5 | q_r5_r13,0.5398,0.1222,31500,30000,1500,4.76
734,13,14,0,q_r14_r2 | q_r2_r15,0.4670,0.2655,67500,67500,0,0.00
735,13,14,1,q_r14_r7 | q_r7_r22 | q_r22_r15,0.4670,0.0209,6000,4500,1500,25.00
736,13,14,2,q_r14_r7 | q_r7_r5 | q_r5_r15,0.4670,0.1709,43500,42000,1500,3.45
737,13,15,0,q_r14_r7 | q_r7_r22 | q_r22_r16,0.0364,0.0121,4500,3000,1500,33.33
738,13,15,1,q_r14_r2 | q_r2_r15 | q_r15_r22 | q_r22_r16,0.0364,0.0121,4500,4500,0,0.00
739,13,15,3,q_r14_r2 | q_r2_r7 | q_r7_r22 | q_r22_r16,0.0364,0.0122,4500,4500,0,0.00
740,13,16,0,q_r14_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.1885,0.0727,19500,18000,1500,7.69
741,13,16,1,q_r14_r7 | q_r7_r5 | q_r5_r19 | q_r19_r17,0.1885,0.0155,4500,3000,1500,33.33
742,13,16,2,q_r14_r7 | q_r7_r5 | q_r5_r4 | q_r4_r17,0.1885,0.0469,12000,10500,1500,12.50
743,13,16,3,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r19 | q_r19_r17,0.1885,0.0533,13500,13500,0,0.00
744,13,18,0,q_r14_r7 | q_r7_r22 | q_r22_r19,0.8261,0.2821,72000,70500,1500,2.08
745,13,18,1,q_r14_r7 | q_r7_r5 | q_r5_r19,0.8261,0.0603,16500,15000,1500,9.09
746,13,18,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r19,0.8261,0.1351,34500,33000,1500,4.35
747,13,18,3,q_r14_r2 | q_r2_r7 | q_r7_r22 | q_r22_r19,0.8261,0.3485,88500,87000,1500,1.69
748,13,19,0,q_r14_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,0.2114,0.0134,4500,3000,1500,33.33
749,13,19,1,q_r14_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,0.2114,0.1348,34500,33000,1500,4.35
750,13,19,2,q_r14_r2 | q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r20,0.2114,0.0632,16500,15000,1500,9.09
751,13,21,0,q_r14_r7 | q_r7_r22,7.7447,2.6698,667500,666000,1500,0.22
752,13,21,1,q_r14_r2 | q_r2_r15 | q_r15_r22,7.7447,1.8982,475500,474000,1500,0.32
753,13,21,2,q_r14_r2 | q_r2_r7 | q_r7_r22,7.7447,2.9407,736500,735000,1500,0.20
754,13,21,3,q_r14_r7 | q_r7_r6 | q_r6_r18 | q_r18_r22,7.7447,0.2361,60000,58500,1500,2.50
755,14,0,0,q_r15_r5 | q_r5_r1,4.8169,4.8163,1204500,1204500,0,0.00
756,14,1,0,q_r15_r2,19.7896,19.6567,4915500,4915500,0,0.00
757,14,1,1,q_r15_r5 | q_r5_r7 | q_r7_r2,19.7896,0.1060,27000,27000,0,0.00
758,14,1,2,q_r15_r22 | q_r22_r7 | q_r7_r2,19.7896,0.0269,7500,7500,0,0.00
759,14,2,0,q_r15_r5 | q_r5_r13 | q_r13_r3,7.0331,1.3783,345000,345000,0,0.00
760,14,2,1,q_r15_r22 | q_r22_r7 | q_r7_r3,7.0331,0.4111,103500,103500,0,0.00
761,14,2,2,q_r15_r5 | q_r5_r7 | q_r7_r3,7.0331,5.2437,1311000,1311000,0,0.00
762,14,3,0,q_r15_r5 | q_r5_r4,22.8287,22.8256,5707500,5707500,0,0.00
763,14,4,0,q_r15_r5,149.9261,149.9253,37482000,37482000,0,0.00
764,14,5,0,q_r15_r5 | q_r5_r13 | q_r13_r6,2.5377,0.0581,15000,15000,0,0.00
765,14,5,1,q_r15_r22 | q_r22_r7 | q_r7_r6,2.5377,1.9515,489000,489000,0,0.00
766,14,5,3,q_r15_r22 | q_r22_r18 | q_r18_r6,2.5377,0.5280,133500,132000,1500,1.12
767,14,6,0,q_r15_r5 | q_r5_r7,7.7489,0.0540,15000,13500,1500,10.00
768,14,6,1,q_r15_r22 | q_r22_r7,7.7489,2.2001,550500,550500,0,0.00
769,14,6,2,q_r15_r2 | q_r2_r7,7.7489,5.4949,1374000,1374000,0,0.00
770,14,7,0,q_r15_r5 | q_r5_r8,0.7522,0.3795,96000,96000,0,0.00
771,14,7,2,q_r15_r5 | q_r5_r13 | q_r13_r8,0.7522,0.3727,94500,94500,0,0.00
772,14,8,0,q_r15_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,5.0068,2.5918,648000,648000,0,0.00
773,14,8,1,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,5.0068,0.8502,213000,213000,0,0.00
774,14,8,3,q_r15_r22 | q_r22_r16 | q_r16_r1 | q_r1_r20 | q_r20_r9,5.0068,1.5648,391500,391500,0,0.00
775,14,9,0,q_r15_r5 | q_r5_r1 | q_r1_r10,10.7177,4.1635,1041000,1039500,1500,0.14
776,14,9,2,q_r15_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,10.7177,6.5542,1639500,1639500,0,0.00
777,14,10,0,q_r15_r5 | q_r5_r11,0.1971,0.0683,18000,16500,1500,8.33
778,14,10,1,q_r15_r22 | q_r22_r11,0.1971,0.1188,30000,30000,0,0.00
779,14,10,2,q_r15_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.1971,0.0101,3000,3000,0,0.00
780,14,11,0,q_r15_r12,0.7014,0.3819,96000,21000,75000,78.12
781,14,11,1,q_r15_r5 | q_r5_r13 | q_r13_r12,0.7014,0.3153,79500,16500,63000,79.25
782,14,12,0,q_r15_r5 | q_r5_r13,0.2101,0.2101,54000,52500,1500,2.78
783,14,13,0,q_r15_r2 | q_r2_r14,2.3234,1.0541,264000,264000,0,0.00
784,14,13,1,q_r15_r5 | q_r5_r7 | q_r7_r14,2.3234,1.1533,289500,288000,1500,0.52
785,14,13,2,q_r15_r2 | q_r2_r7 | q_r7_r14,2.3234,0.0790,21000,21000,0,0.00
786,14,13,3,q_r15_r22 | q_r22_r7 | q_r7_r14,2.3234,0.0371,10500,10500,0,0.00
787,14,15,0,q_r15_r22 | q_r22_r16,0.4764,0.3532,88500,88500,0,0.00
788,14,15,1,q_r15_r5 | q_r5_r1 | q_r1_r16,0.4764,0.0221,6000,4500,1500,25.00
789,14,15,3,q_r15_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,0.4764,0.1001,25500,24000,1500,5.88
790,14,16,0,q_r15_r5 | q_r5_r19 | q_r19_r17,64.8221,4.6070,1152000,1150500,1500,0.13
791,14,16,1,q_r15_r22 | q_r22_r19 | q_r19_r17,64.8221,60.0039,15001500,15001500,0,0.00
792,14,16,2,q_r15_r5 | q_r5_r4 | q_r4_r17,64.8221,0.2110,54000,52500,1500,2.78
793,14,17,0,q_r15_r22 | q_r22_r18,0.6131,0.3256,82500,82500,0,0.00
794,14,17,2,q_r15_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,0.6131,0.0673,18000,18000,0,0.00
795,14,17,3,q_r15_r12 | q_r12_r13 | q_r13_r6 | q_r6_r18,0.6131,0.2189,55500,12000,43500,78.38
796,14,18,0,q_r15_r5 | q_r5_r19,141.0196,0.3800,96000,94500,1500,1.56
797,14,18,1,q_r15_r22 | q_r22_r19,141.0196,140.5248,35131500,35131500,0,0.00
798,14,18,2,q_r15_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,141.0196,0.1148,30000,28500,1500,5.00
799,14,19,0,q_r15_r5 | q_r5_r1 | q_r1_r20,9.6908,4.3062,1077000,1075500,1500,0.14
800,14,19,2,q_r15_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,9.6908,0.3149,79500,78000,1500,1.89
801,14,19,3,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,9.6908,5.0696,1267500,1266000,1500,0.12
802,14,20,0,q_r15_r5 | q_r5_r4 | q_r4_r21,0.7993,0.7853,196500,195000,1500,0.76
803,14,20,1,q_r15_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.7993,0.0130,4500,3000,1500,33.33
804,14,21,0,q_r15_r22,10.8261,10.8261,2707500,2706000,1500,0.06
805,15,0,0,q_r16_r1,780.3367,482.8402,120711000,120709500,1500,0.00
806,15,0,1,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1,780.3367,12.3488,3088500,3087000,1500,0.05
807,15,0,2,q_r16_r22 | q_r22_r7 | q_r7_r3 | q_r3_r1,780.3367,0.5352,135000,135000,0,0.00
808,15,0,3,q_r16_r22 | q_r22_r15 | q_r15_r5 | q_r5_r1,780.3367,284.6125,71154000,71151000,3000,0.00
809,15,1,0,q_r16_r22 | q_r22_r7 | q_r7_r2,46.7574,19.8561,4965000,4963500,1500,0.03
810,15,1,1,q_r16_r22 | q_r22_r15 | q_r15_r2,46.7574,22.2239,5556000,5556000,0,0.00
811,15,1,2,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,46.7574,3.8948,975000,975000,0,0.00
812,15,1,3,q_r16_r22 | q_r22_r7 | q_r7_r14 | q_r14_r2,46.7574,0.7826,196500,196500,0,0.00
813,15,2,0,q_r16_r1 | q_r1_r3,667.0768,212.6313,53158500,53158500,0,0.00
814,15,2,1,q_r16_r22 | q_r22_r7 | q_r7_r3,667.0768,188.7355,47184000,47184000,0,0.00
815,15,2,2,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,667.0768,186.3610,46591500,46590000,1500,0.00
816,15,2,3,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r3,667.0768,79.3488,19837500,19837500,0,0.00
817,15,4,0,q_r16_r1 | q_r1_r5,414.3316,122.0738,30519000,30519000,0,0.00
818,15,4,1,q_r16_r22 | q_r22_r19 | q_r19_r5,414.3316,239.5730,59893500,59892000,1500,0.00
819,15,4,2,q_r16_r22 | q_r22_r7 | q_r7_r5,414.3316,0.9061,228000,228000,0,0.00
820,15,4,3,q_r16_r22 | q_r22_r15 | q_r15_r5,414.3316,51.7787,12945000,12945000,0,0.00
821,15,5,0,q_r16_r22 | q_r22_r7 | q_r7_r6,66.3400,19.3978,4849500,4849500,0,0.00
822,15,5,1,q_r16_r22 | q_r22_r18 | q_r18_r6,66.3400,2.9423,736500,736500,0,0.00
823,15,5,2,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,66.3400,6.2967,1575000,1575000,0,0.00
824,15,5,3,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6,66.3400,37.7031,9426000,9426000,0,0.00
825,15,6,0,q_r16_r22 | q_r22_r7,20.5174,6.1095,1528500,1527000,1500,0.10
826,15,6,1,q_r16_r1 | q_r1_r5 | q_r5_r7,20.5174,1.9195,480000,480000,0,0.00
827,15,6,2,q_r16_r1 | q_r1_r3 | q_r3_r7,20.5174,12.4637,3117000,3117000,0,0.00
828,15,6,3,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r7,20.5174,0.0247,7500,7500,0,0.00
829,15,7,0,q_r16_r1 | q_r1_r5 | q_r5_r8,8.1724,2.3143,579000,579000,0,0.00
830,15,7,1,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r8,8.1724,1.0793,270000,270000,0,0.00
831,15,7,2,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,8.1724,1.6476,412500,412500,0,0.00
832,15,7,3,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,8.1724,3.1311,783000,783000,0,0.00
833,15,8,0,q_r16_r1 | q_r1_r20 | q_r20_r9,7.3027,3.6806,921000,919500,1500,0.16
834,15,8,1,q_r16_r1 | q_r1_r10 | q_r10_r9,7.3027,3.0215,756000,756000,0,0.00
835,15,8,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,7.3027,0.2745,69000,69000,0,0.00
836,15,8,3,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,7.3027,0.3261,82500,82500,0,0.00
837,15,9,0,q_r16_r1 | q_r1_r10,128.7250,113.7476,28437000,28435500,1500,0.01
838,15,9,1,q_r16_r1 | q_r1_r20 | q_r20_r9 | q_r9_r10,128.7250,1.1397,285000,283500,1500,0.53
839,15,9,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,128.7250,6.7690,1693500,1692000,1500,0.09
840,15,9,3,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,128.7250,7.0686,1768500,1767000,1500,0.08
841,15,10,0,q_r16_r22 | q_r22_r11,1.4606,0.9351,234000,232500,1500,0.64
842,15,10,1,q_r16_r1 | q_r1_r5 | q_r5_r11,1.4606,0.2952,75000,73500,1500,2.00
843,15,10,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r11,1.4606,0.1028,27000,25500,1500,5.56
844,15,10,3,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r11,1.4606,0.1275,33000,31500,1500,4.55
845,15,11,0,q_r16_r22 | q_r22_r15 | q_r15_r12,64.1500,9.5582,2391000,616500,1774500,74.22
846,15,11,1,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12,64.1500,4.4170,1105500,175500,930000,84.12
847,15,11,2,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r12,64.1500,26.2397,6561000,1033500,5527500,84.25
848,15,11,3,q_r16_r1 | q_r1_r5 | q_r5_r15 | q_r15_r12,64.1500,23.9351,5985000,1645500,4339500,72.51
849,15,12,0,q_r16_r1 | q_r1_r5 | q_r5_r13,0.6740,0.1303,33000,31500,1500,4.55
850,15,12,1,q_r16_r1 | q_r1_r3 | q_r3_r13,0.6740,0.4403,111000,109500,1500,1.35
851,15,12,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r13,0.6740,0.1030,27000,25500,1500,5.56
852,15,13,0,q_r16_r22 | q_r22_r7 | q_r7_r14,0.4258,0.0843,22500,21000,1500,6.67
853,15,13,1,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r14,0.4258,0.0149,4500,3000,1500,33.33
854,15,13,2,q_r16_r22 | q_r22_r15 | q_r15_r2 | q_r2_r14,0.4258,0.1632,42000,40500,1500,3.57
855,15,13,3,q_r16_r22 | q_r22_r7 | q_r7_r2 | q_r2_r14,0.4258,0.1634,42000,40500,1500,3.57
856,15,14,0,q_r16_r22 | q_r22_r15,0.1265,0.0512,13500,12000,1500,11.11
857,15,14,1,q_r16_r1 | q_r1_r5 | q_r5_r15,0.1265,0.0739,19500,18000,1500,7.69
858,15,16,0,q_r16_r22 | q_r22_r19 | q_r19_r17,0.7635,0.1399,36000,34500,1500,4.17
859,15,16,1,q_r16_r1 | q_r1_r5 | q_r5_r19 | q_r19_r17,0.7635,0.0712,18000,16500,1500,8.33
860,15,16,2,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r17,0.7635,0.3256,82500,81000,1500,1.82
861,15,16,3,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19 | q_r19_r17,0.7635,0.2267,57000,55500,1500,2.63
862,15,17,0,q_r16_r22 | q_r22_r18,26.9211,12.7131,3178500,3177000,1500,0.05
863,15,17,1,q_r16_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,26.9211,2.1285,532500,531000,1500,0.28
864,15,17,2,q_r16_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,26.9211,0.9104,228000,226500,1500,0.66
865,15,17,3,q_r16_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,26.9211,11.1691,2793000,2791500,1500,0.05
866,15,18,0,q_r16_r22 | q_r22_r19,159.6877,33.4978,8374500,8373000,1500,0.02
867,15,18,1,q_r16_r1 | q_r1_r5 | q_r5_r19,159.6877,66.1671,16542000,16540500,1500,0.01
868,15,18,2,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19,159.6877,59.8073,14952000,14950500,1500,0.01
869,15,18,3,q_r16_r22 | q_r22_r15 | q_r15_r5 | q_r5_r19,159.6877,0.2154,54000,52500,1500,2.78
870,15,19,0,q_r16_r1 | q_r1_r20,27.0946,15.9669,3993000,3991500,1500,0.04
871,15,19,1,q_r16_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,27.0946,10.0847,2521500,2520000,1500,0.06
872,15,19,2,q_r16_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,27.0946,0.9640,241500,240000,1500,0.62
873,15,19,3,q_r16_r22 | q_r22_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,27.0946,0.0790,21000,19500,1500,7.14
874,15,20,0,q_r16_r1 | q_r1_r10 | q_r10_r21,20.6274,7.1224,1782000,1780500,1500,0.08
875,15,20,1,q_r16_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,20.6274,4.6679,1167000,1165500,1500,0.13
876,15,20,2,q_r16_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,20.6274,8.7781,2196000,2193000,3000,0.14
877,15,20,3,q_r16_r22 | q_r22_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,20.6274,0.0591,15000,13500,1500,10.00
878,15,21,0,q_r16_r22,1021.6809,774.4856,193621500,193617000,4500,0.00
879,15,21,1,q_r16_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,1021.6809,17.5108,4378500,4377000,1500,0.03
880,15,21,2,q_r16_r1 | q_r1_r3 | q_r3_r7 | q_r7_r22,1021.6809,229.1760,57295500,57292500,3000,0.01
881,15,21,3,q_r16_r1 | q_r1_r5 | q_r5_r7 | q_r7_r22,1021.6809,0.5084,127500,126000,1500,1.18
882,16,0,0,q_r17_r19 | q_r19_r5 | q_r5_r1,13.9613,4.3354,1084500,1084500,0,0.00
883,16,0,1,q_r17_r4 | q_r4_r5 | q_r5_r1,13.9613,9.6247,2407500,2407500,0,0.00
884,16,1,0,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r2,4.7441,0.9748,244500,244500,0,0.00
885,16,1,1,q_r17_r4 | q_r4_r5 | q_r5_r7 | q_r7_r2,4.7441,1.7472,438000,436500,1500,0.34
886,16,1,2,q_r17_r19 | q_r19_r5 | q_r5_r7 | q_r7_r2,4.7441,1.1171,280500,279000,1500,0.53
887,16,1,3,q_r17_r4 | q_r4_r5 | q_r5_r15 | q_r15_r2,4.7441,0.9050,226500,226500,0,0.00
888,16,2,0,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r3,1.8224,0.0114,3000,3000,0,0.00
889,16,2,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r3,1.8224,0.0724,19500,19500,0,0.00
890,16,2,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r3,1.8224,0.4600,115500,115500,0,0.00
891,16,2,3,q_r17_r4 | q_r4_r5 | q_r5_r7 | q_r7_r3,1.8224,1.2786,321000,321000,0,0.00
892,16,4,0,q_r17_r19 | q_r19_r5,26.0936,1.5521,388500,388500,0,0.00
893,16,4,1,q_r17_r4 | q_r4_r5,26.0936,24.5262,6132000,6132000,0,0.00
894,16,4,2,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r5,26.0936,0.0116,3000,3000,0,0.00
895,16,5,0,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6,2.7606,0.7764,195000,195000,0,0.00
896,16,5,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r6,2.7606,0.7781,195000,195000,0,0.00
897,16,5,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r6,2.7606,0.0318,9000,9000,0,0.00
898,16,5,3,q_r17_r4 | q_r4_r5 | q_r5_r7 | q_r7_r6,2.7606,1.1744,294000,294000,0,0.00
899,16,6,0,q_r17_r19 | q_r19_r22 | q_r22_r7,1.6646,0.3541,90000,90000,0,0.00
900,16,6,1,q_r17_r4 | q_r4_r5 | q_r5_r7,1.6646,0.3562,90000,90000,0,0.00
901,16,6,2,q_r17_r19 | q_r19_r5 | q_r5_r7,1.6646,0.9544,240000,240000,0,0.00
902,16,7,0,q_r17_r19 | q_r19_r5 | q_r5_r8,3.2722,0.7467,187500,187500,0,0.00
903,16,7,1,q_r17_r4 | q_r4_r5 | q_r5_r8,3.2722,0.6925,174000,174000,0,0.00
904,16,7,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r8,3.2722,0.5703,144000,144000,0,0.00
905,16,7,3,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r8,3.2722,1.2627,316500,316500,0,0.00
906,16,8,0,q_r17_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,1.5238,0.0395,10500,10500,0,0.00
907,16,8,1,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,1.5238,0.8654,217500,216000,1500,0.69
908,16,8,2,q_r17_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,1.5238,0.2905,73500,73500,0,0.00
909,16,8,3,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,1.5238,0.3284,82500,82500,0,0.00
910,16,9,0,q_r17_r4 | q_r4_r21 | q_r21_r10,41.9496,6.2969,1575000,1575000,0,0.00
911,16,9,1,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,41.9496,24.8200,6205500,6204000,1500,0.02
912,16,9,2,q_r17_r4 | q_r4_r5 | q_r5_r1 | q_r1_r10,41.9496,10.8327,2709000,2709000,0,0.00
913,16,10,0,q_r17_r19 | q_r19_r22 | q_r22_r11,0.2706,0.0740,19500,18000,1500,7.69
914,16,10,1,q_r17_r4 | q_r4_r5 | q_r5_r11,0.2706,0.0636,16500,15000,1500,9.09
915,16,10,2,q_r17_r19 | q_r19_r5 | q_r5_r11,0.2706,0.1168,30000,28500,1500,5.00
916,16,10,3,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r5 | q_r5_r11,0.2706,0.0162,4500,3000,1500,33.33
917,16,11,0,q_r17_r19 | q_r19_r22 | q_r22_r15 | q_r15_r12,0.4911,0.0919,24000,7500,16500,68.75
918,16,11,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r12,0.4911,0.2903,73500,13500,60000,81.63
919,16,11,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r12,0.4911,0.0925,24000,3000,21000,87.50
920,16,11,3,q_r17_r4 | q_r4_r5 | q_r5_r15 | q_r15_r12,0.4911,0.0163,4500,0,4500,100.00
921,16,12,0,q_r17_r19 | q_r19_r5 | q_r5_r13,1.1997,0.4813,121500,120000,1500,1.23
922,16,12,1,q_r17_r4 | q_r4_r5 | q_r5_r13,1.1997,0.7184,180000,178500,1500,0.83
923,16,13,0,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r14,0.0345,0.0118,3000,1500,1500,50.00
924,16,13,1,q_r17_r4 | q_r4_r5 | q_r5_r7 | q_r7_r14,0.0345,0.0168,4500,3000,1500,33.33
925,16,14,0,q_r17_r19 | q_r19_r22 | q_r22_r15,67.8352,0.0597,15000,13500,1500,10.00
926,16,14,1,q_r17_r4 | q_r4_r5 | q_r5_r15,67.8352,0.4780,120000,118500,1500,1.25
927,16,14,2,q_r17_r19 | q_r19_r5 | q_r5_r15,67.8352,67.2974,16825500,16824000,1500,0.01
928,16,15,0,q_r17_r19 | q_r19_r22 | q_r22_r16,4.6998,4.0557,1014000,1012500,1500,0.15
929,16,15,1,q_r17_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,4.6998,0.0802,21000,19500,1500,7.14
930,16,15,2,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r16,4.6998,0.5636,141000,139500,1500,1.06
931,16,17,0,q_r17_r19 | q_r19_r22 | q_r22_r18,2.2606,0.8024,201000,199500,1500,0.75
932,16,17,1,q_r17_r4 | q_r4_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,2.2606,0.4552,114000,112500,1500,1.32
933,16,17,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,2.2606,0.7646,192000,190500,1500,0.78
934,16,17,3,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,2.2606,0.2384,60000,58500,1500,2.50
935,16,18,0,q_r17_r19,45.0788,45.0788,11271000,11269500,1500,0.01
936,16,19,0,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,8.2609,2.1846,547500,546000,1500,0.27
