src,dst,path_idx,path_hops,sent_bytes,delivered_bytes,loss_bytes,loss_pct
16,17,2,q_r17_r19 | q_r19_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,132000,130500,1500,1.14
16,17,3,q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,42000,40500,1500,3.57
16,18,0,q_r17_r19,11791500,11790000,1500,0.01
16,19,0,q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,705000,703500,1500,0.21
16,19,1,q_r17_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20,1935000,1933500,1500,0.08
16,19,2,q_r17_r19 | q_r19_r22 | q_r22_r16 | q_r16_r1 | q_r1_r20,24000,22500,1500,6.25
16,21,0,q_r17_r19 | q_r19_r22,1851000,1849500,1500,0.08
17,0,1,q_r18_r6 | q_r6_r13 | q_r13_r5 | q_r5_r1,489000,489000,0,0.00
17,0,2,q_r18_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1,127500,126000,1500,1.18
17,0,3,q_r18_r6 | q_r6_r7 | q_r7_r3 | q_r3_r1,193500,193500,0,0.00
17,2,0,q_r18_r22 | q_r22_r7 | q_r7_r3,1233000,1233000,0,0.00
17,2,1,q_r18_r6 | q_r6_r13 | q_r13_r3,208500,208500,0,0.00
17,2,2,q_r18_r6 | q_r6_r7 | q_r7_r3,220500,220500,0,0.00
17,4,0,q_r18_r22 | q_r22_r19 | q_r19_r5,3421500,3421500,0,0.00
17,4,1,q_r18_r6 | q_r6_r13 | q_r13_r5,2760000,2760000,0,0.00
17,4,2,q_r18_r22 | q_r22_r7 | q_r7_r5,532500,532500,0,0.00
17,4,3,q_r18_r6 | q_r6_r7 | q_r7_r5,22500,22500,0,0.00
17,5,0,q_r18_r6,1240500,1240500,0,0.00
17,5,1,q_r18_r22 | q_r22_r7 | q_r7_r6,4500,4500,0,0.00
17,6,0,q_r18_r22 | q_r22_r7,19500,19500,0,0.00
17,6,1,q_r18_r6 | q_r6_r7,7500,7500,0,0.00
17,7,0,q_r18_r6 | q_r6_r13 | q_r13_r8,21000,21000,0,0.00
17,8,2,q_r18_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,204000,204000,0,0.00
17,8,3,q_r18_r6 | q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,90000,88500,1500,1.67
17,9,1,q_r18_r6 | q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,510000,510000,0,0.00
17,9,2,q_r18_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,162000,162000,0,0.00
17,9,3,q_r18_r6 | q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,208500,208500,0,0.00
17,12,0,q_r18_r6 | q_r6_r13,3679500,3678000,1500,0.04
17,12,1,q_r18_r22 | q_r22_r19 | q_r19_r5 | q_r5_r13,4500,4500,0,0.00
17,12,2,q_r18_r6 | q_r6_r7 | q_r7_r3 | q_r3_r13,66000,66000,0,0.00
17,12,3,q_r18_r22 | q_r22_r7 | q_r7_r3 | q_r3_r13,15000,15000,0,0.00
17,14,0,q_r18_r22 | q_r22_r15,430500,430500,0,0.00
17,14,1,q_r18_r6 | q_r6_r13 | q_r13_r12 | q_r12_r15,30000,4500,25500,85.00
17,14,2,q_r18_r22 | q_r22_r19 | q_r19_r5 | q_r5_r15,12000,12000,0,0.00
17,14,3,q_r18_r6 | q_r6_r7 | q_r7_r22 | q_r22_r15,112500,112500,0,0.00
17,15,0,q_r18_r22 | q_r22_r16,360000,360000,0,0.00
17,15,1,q_r18_r6 | q_r6_r7 | q_r7_r22 | q_r22_r16,109500,109500,0,0.00
17,16,0,q_r18_r22 | q_r22_r19 | q_r19_r17,34500,34500,0,0.00
17,16,1,q_r18_r6 | q_r6_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17,36000,34500,1500,4.17
17,16,2,q_r18_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19 | q_r19_r17,30000,30000,0,0.00
17,16,3,q_r18_r22 | q_r22_r19 | q_r19_r5 | q_r5_r4 | q_r4_r17,10500,9000,1500,14.29
17,18,0,q_r18_r22 | q_r22_r19,103191000,103188000,3000,0.00
17,18,1,q_r18_r6 | q_r6_r13 | q_r13_r5 | q_r5_r19,30834000,30831000,3000,0.01
17,18,2,q_r18_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19,21085500,21084000,1500,0.01
17,18,3,q_r18_r6 | q_r6_r7 | q_r7_r22 | q_r22_r19,27804000,27801000,3000,0.01
17,19,1,q_r18_r6 | q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,37500,36000,1500,4.00
17,19,2,q_r18_r22 | q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,22500,21000,1500,6.67
17,19,3,q_r18_r6 | q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,18000,16500,1500,8.33
17,21,0,q_r18_r22,8176500,8175000,1500,0.02
17,21,1,q_r18_r6 | q_r6_r7 | q_r7_r22,7423500,7422000,1500,0.02
17,21,3,q_r18_r6 | q_r6_r7 | q_r7_r5 | q_r5_r19 | q_r19_r22,7500,6000,1500,20.00
18,0,0,q_r19_r5 | q_r5_r1,3483000,3483000,0,0.00
18,0,3,q_r19_r17 | q_r17_r4 | q_r4_r5 | q_r5_r1,51000,49500,1500,2.94
18,1,0,q_r19_r22 | q_r22_r7 | q_r7_r2,522000,522000,0,0.00
18,1,1,q_r19_r5 | q_r5_r7 | q_r7_r2,162000,162000,0,0.00
18,1,2,q_r19_r22 | q_r22_r15 | q_r15_r2,1321500,1321500,0,0.00
18,1,3,q_r19_r5 | q_r5_r15 | q_r15_r2,1113000,1113000,0,0.00
18,2,0,q_r19_r22 | q_r22_r7 | q_r7_r3,528000,528000,0,0.00
18,2,1,q_r19_r5 | q_r5_r13 | q_r13_r3,16003500,16003500,0,0.00
18,2,2,q_r19_r5 | q_r5_r7 | q_r7_r3,3625500,3624000,1500,0.04
18,2,3,q_r19_r5 | q_r5_r1 | q_r1_r3,16416000,16416000,0,0.00
18,3,0,q_r19_r17 | q_r17_r4,4198500,4198500,0,0.00
18,3,1,q_r19_r5 | q_r5_r4,1531500,1531500,0,0.00
18,4,0,q_r19_r5,122214000,122212500,1500,0.00
18,4,1,q_r19_r22 | q_r22_r7 | q_r7_r5,19500,19500,0,0.00
18,4,2,q_r19_r17 | q_r17_r4 | q_r4_r5,7500,7500,0,0.00
18,5,0,q_r19_r22 | q_r22_r7 | q_r7_r6,4914000,4914000,0,0.00
18,5,1,q_r19_r5 | q_r5_r13 | q_r13_r6,7357500,7357500,0,0.00
18,5,2,q_r19_r22 | q_r22_r18 | q_r18_r6,877500,877500,0,0.00
18,5,3,q_r19_r5 | q_r5_r7 | q_r7_r6,37500,37500,0,0.00
18,6,0,q_r19_r22 | q_r22_r7,12760500,12759000,1500,0.01
18,6,1,q_r19_r5 | q_r5_r7,30087000,30087000,0,0.00
18,6,3,q_r19_r17 | q_r17_r4 | q_r4_r5 | q_r5_r7,289500,288000,1500,0.52
18,7,0,q_r19_r5 | q_r5_r8,58500,58500,0,0.00
18,7,1,q_r19_r5 | q_r5_r13 | q_r13_r8,81000,79500,1500,1.85
18,7,2,q_r19_r22 | q_r22_r7 | q_r7_r5 | q_r5_r8,4500,4500,0,0.00
18,8,0,q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,166500,166500,0,0.00
18,8,1,q_r19_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,60000,60000,0,0.00
18,8,3,q_r19_r22 | q_r22_r16 | q_r16_r1 | q_r1_r20 | q_r20_r9,96000,96000,0,0.00
18,9,0,q_r19_r5 | q_r5_r1 | q_r1_r10,1114500,1114500,0,0.00
18,9,2,q_r19_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1686000,1684500,1500,0.09
18,9,3,q_r19_r17 | q_r17_r4 | q_r4_r21 | q_r21_r10,12000,12000,0,0.00
18,10,0,q_r19_r22 | q_r22_r11,591000,591000,0,0.00
18,10,1,q_r19_r5 | q_r5_r11,1030500,1029000,1500,0.15
18,10,2,q_r19_r22 | q_r22_r7 | q_r7_r5 | q_r5_r11,205500,205500,0,0.00
18,10,3,q_r19_r17 | q_r17_r4 | q_r4_r5 | q_r5_r11,37500,36000,1500,4.00
18,11,0,q_r19_r22 | q_r22_r15 | q_r15_r12,232500,75000,157500,67.74
18,11,1,q_r19_r5 | q_r5_r13 | q_r13_r12,7500,1500,6000,80.00
18,11,2,q_r19_r5 | q_r5_r15 | q_r15_r12,246000,76500,169500,68.90
18,12,0,q_r19_r5 | q_r5_r13,262500,261000,1500,0.57
18,13,0,q_r19_r22 | q_r22_r7 | q_r7_r14,13158000,13156500,1500,0.01
18,13,1,q_r19_r5 | q_r5_r7 | q_r7_r14,480000,478500,1500,0.31
18,13,2,q_r19_r22 | q_r22_r15 | q_r15_r2 | q_r2_r14,9138000,9138000,0,0.00
18,13,3,q_r19_r22 | q_r22_r7 | q_r7_r2 | q_r2_r14,3403500,3402000,1500,0.04
18,14,0,q_r19_r22 | q_r22_r15,136500,136500,0,0.00
18,14,1,q_r19_r5 | q_r5_r15,23682000,23680500,1500,0.01
18,15,0,q_r19_r22 | q_r22_r16,6685500,6684000,1500,0.02
18,15,1,q_r19_r5 | q_r5_r1 | q_r1_r16,667500,666000,1500,0.22
18,15,2,q_r19_r5 | q_r5_r7 | q_r7_r22 | q_r22_r16,2533500,2532000,1500,0.06
18,15,3,q_r19_r5 | q_r5_r15 | q_r15_r22 | q_r22_r16,28500,27000,1500,5.26
18,16,0,q_r19_r17,8268000,8268000,0,0.00
18,17,0,q_r19_r22 | q_r22_r18,41755500,41754000,1500,0.00
18,17,1,q_r19_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,29118000,29115000,3000,0.01
18,17,2,q_r19_r22 | q_r22_r7 | q_r7_r6 | q_r6_r18,8701500,8700000,1500,0.02
18,17,3,q_r19_r5 | q_r5_r7 | q_r7_r22 | q_r22_r18,3567000,3565500,1500,0.04
18,19,0,q_r19_r5 | q_r5_r1 | q_r1_r20,5077500,5076000,1500,0.03
18,19,2,q_r19_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,363000,361500,1500,0.41
18,19,3,q_r19_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,5746500,5745000,1500,0.03
18,20,0,q_r19_r17 | q_r17_r4 | q_r4_r21,220500,219000,1500,0.68
18,20,1,q_r19_r5 | q_r5_r4 | q_r4_r21,7500,6000,1500,20.00
18,20,2,q_r19_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,6000,4500,1500,25.00
18,20,3,q_r19_r22 | q_r22_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,4500,3000,1500,33.33
18,21,0,q_r19_r22,29226000,29224500,1500,0.01
19,0,0,q_r20_r1,258198000,258189000,9000,0.00
19,0,1,q_r20_r9 | q_r9_r10 | q_r10_r1,54954000,54952500,1500,0.00
19,0,2,q_r20_r9 | q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,56461500,56457000,4500,0.01
19,0,3,q_r20_r9 | q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,5683500,5683500,0,0.00
19,1,0,q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,7500,6000,1500,20.00
19,1,1,q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,24000,22500,1500,6.25
19,1,2,q_r20_r1 | q_r1_r5 | q_r5_r15 | q_r15_r2,36000,36000,0,0.00
19,2,0,q_r20_r1 | q_r1_r3,531000,531000,0,0.00
19,2,1,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r3,2565000,2565000,0,0.00
19,2,2,q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,571500,571500,0,0.00
19,2,3,q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r3,369000,369000,0,0.00
19,4,0,q_r20_r1 | q_r1_r5,29583000,29581500,1500,0.01
19,4,1,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r5,26230500,26230500,0,0.00
19,4,2,q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,5190000,5190000,0,0.00
19,4,3,q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r5,2160000,2160000,0,0.00
19,5,0,q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,36000,36000,0,0.00
19,5,1,q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6,60000,60000,0,0.00
19,5,2,q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r6,6000,4500,1500,25.00
19,5,3,q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r6,51000,51000,0,0.00
19,6,0,q_r20_r1 | q_r1_r5 | q_r5_r7,42000,42000,0,0.00
19,6,1,q_r20_r1 | q_r1_r3 | q_r3_r7,93000,93000,0,0.00
19,6,3,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7,126000,126000,0,0.00
19,7,0,q_r20_r1 | q_r1_r5 | q_r5_r8,12000,10500,1500,12.50
19,7,1,q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,10500,9000,1500,14.29
19,7,2,q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,19500,18000,1500,7.69
19,7,3,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r8,13500,13500,0,0.00
19,8,0,q_r20_r9,190500,190500,0,0.00
19,9,0,q_r20_r9 | q_r9_r10,18871500,18871500,0,0.00
19,9,1,q_r20_r1 | q_r1_r10,23332500,23331000,1500,0.01
19,9,2,q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,2016000,2014500,1500,0.07
19,9,3,q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,778500,777000,1500,0.19
19,10,0,q_r20_r1 | q_r1_r5 | q_r5_r11,3000,1500,1500,50.00
19,10,2,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r11,3000,3000,0,0.00
19,10,3,q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,4500,3000,1500,33.33
19,13,1,q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,16500,15000,1500,9.09
19,13,2,q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,10500,9000,1500,14.29
19,14,0,q_r20_r1 | q_r1_r5 | q_r5_r15,489000,487500,1500,0.31
19,14,2,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r15,510000,508500,1500,0.29
19,15,0,q_r20_r1 | q_r1_r16,273000,271500,1500,0.55
19,15,1,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r16,175500,175500,0,0.00
19,15,2,q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,9000,7500,1500,16.67
19,15,3,q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r22 | q_r22_r16,138000,136500,1500,1.09
19,16,1,q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r17,6000,4500,1500,25.00
19,18,0,q_r20_r1 | q_r1_r5 | q_r5_r19,10473000,10471500,1500,0.01
19,18,1,q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r19,4500,3000,1500,33.33
19,18,2,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19,10498500,10498500,0,0.00
19,18,3,q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,94500,93000,1500,1.59
19,20,0,q_r20_r9 | q_r9_r10 | q_r10_r21,10500,10500,0,0.00
19,20,1,q_r20_r1 | q_r1_r10 | q_r10_r21,16500,15000,1500,9.09
19,20,2,q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,21000,19500,1500,7.14
19,20,3,q_r20_r9 | q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,31500,31500,0,0.00
19,21,0,q_r20_r1 | q_r1_r16 | q_r16_r22,40500,39000,1500,3.70
19,21,1,q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,2584500,2583000,1500,0.06
19,21,2,q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r22,3316500,3315000,1500,0.05
19,21,3,q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r22,15000,13500,1500,10.00
20,0,0,q_r21_r10 | q_r10_r1,91500,91500,0,0.00
20,0,1,q_r21_r4 | q_r4_r5 | q_r5_r1,1195500,1195500,0,0.00
20,0,3,q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,49500,49500,0,0.00
20,1,0,q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r2,121500,121500,0,0.00
20,1,1,q_r21_r4 | q_r4_r5 | q_r5_r15 | q_r15_r2,172500,172500,0,0.00
20,2,0,q_r21_r10 | q_r10_r1 | q_r1_r3,174000,174000,0,0.00
20,2,1,q_r21_r4 | q_r4_r5 | q_r5_r13 | q_r13_r3,111000,111000,0,0.00
20,2,2,q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r3,40500,40500,0,0.00
20,2,3,q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r3,114000,114000,0,0.00
20,4,0,q_r21_r4 | q_r4_r5,1428000,1428000,0,0.00
20,4,1,q_r21_r10 | q_r10_r1 | q_r1_r5,118500,118500,0,0.00
20,4,2,q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5,24000,24000,0,0.00
20,6,0,q_r21_r4 | q_r4_r5 | q_r5_r7,36000,36000,0,0.00
20,6,1,q_r21_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7,4500,4500,0,0.00
20,6,2,q_r21_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7,4500,4500,0,0.00
20,6,3,q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7,6000,6000,0,0.00
20,9,0,q_r21_r10,1423500,1423500,0,0.00
20,9,1,q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r10,55500,55500,0,0.00
20,10,0,q_r21_r4 | q_r4_r5 | q_r5_r11,4500,4500,0,0.00
20,10,3,q_r21_r4 | q_r4_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,6000,6000,0,0.00
20,14,0,q_r21_r4 | q_r4_r5 | q_r5_r15,381000,381000,0,0.00
20,14,1,q_r21_r10 | q_r10_r1 | q_r1_r5 | q_r5_r15,27000,27000,0,0.00
20,14,2,q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r15,10500,9000,1500,14.29
20,15,0,q_r21_r10 | q_r10_r1 | q_r1_r16,18000,18000,0,0.00
20,15,1,q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,42000,40500,1500,3.57
20,17,0,q_r21_r10 | q_r10_r1 | q_r1_r16 | q_r16_r22 | q_r22_r18,7500,7500,0,0.00
20,18,0,q_r21_r4 | q_r4_r17 | q_r17_r19,27000,25500,1500,5.56
20,18,1,q_r21_r4 | q_r4_r5 | q_r5_r19,3000,1500,1500,50.00
20,18,2,q_r21_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19,6000,6000,0,0.00
20,18,3,q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,4500,3000,1500,33.33
20,19,0,q_r21_r10 | q_r10_r9 | q_r9_r20,403500,403500,0,0.00
20,19,1,q_r21_r10 | q_r10_r1 | q_r1_r20,660000,658500,1500,0.23
20,19,2,q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20,567000,565500,1500,0.26
20,19,3,q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,66000,64500,1500,2.27
20,21,0,q_r21_r10 | q_r10_r1 | q_r1_r16 | q_r16_r22,94500,94500,0,0.00
20,21,2,q_r21_r4 | q_r4_r5 | q_r5_r19 | q_r19_r22,15000,13500,1500,10.00
21,0,1,q_r22_r19 | q_r19_r5 | q_r5_r1,51000,49500,1500,2.94
21,0,2,q_r22_r7 | q_r7_r3 | q_r3_r1,6000,6000,0,0.00
21,0,3,q_r22_r15 | q_r15_r5 | q_r5_r1,700500,700500,0,0.00
21,1,0,q_r22_r7 | q_r7_r2,675000,675000,0,0.00
21,1,1,q_r22_r15 | q_r15_r2,1975500,1975500,0,0.00
21,2,0,q_r22_r7 | q_r7_r3,8293500,8293500,0,0.00
21,3,0,q_r22_r19 | q_r19_r17 | q_r17_r4,4500,4500,0,0.00
21,3,2,q_r22_r19 | q_r19_r5 | q_r5_r4,255000,255000,0,0.00
21,3,3,q_r22_r15 | q_r15_r5 | q_r5_r4,34500,34500,0,0.00
21,4,0,q_r22_r19 | q_r19_r5,145500,145500,0,0.00
21,4,1,q_r22_r7 | q_r7_r5,43500,43500,0,0.00
21,4,2,q_r22_r15 | q_r15_r5,15568500,15568500,0,0.00
21,4,3,q_r22_r11 | q_r11_r5,1531500,1531500,0,0.00
21,5,0,q_r22_r7 | q_r7_r6,1027500,1027500,0,0.00
21,5,1,q_r22_r18 | q_r18_r6,6000,6000,0,0.00
21,6,0,q_r22_r7,16677000,16677000,0,0.00
21,7,0,q_r22_r19 | q_r19_r5 | q_r5_r8,39000,39000,0,0.00
21,7,1,q_r22_r7 | q_r7_r5 | q_r5_r8,813000,813000,0,0.00
21,7,2,q_r22_r15 | q_r15_r5 | q_r5_r8,1831500,1831500,0,0.00
21,7,3,q_r22_r11 | q_r11_r5 | q_r5_r8,195000,195000,0,0.00
21,8,2,q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,313500,313500,0,0.00
21,8,3,q_r22_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,6000,6000,0,0.00
21,9,1,q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,69000,69000,0,0.00
21,9,2,q_r22_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,9000,9000,0,0.00
21,9,3,q_r22_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,943500,943500,0,0.00
21,11,0,q_r22_r15 | q_r15_r12,166500,55500,111000,66.67
21,11,1,q_r22_r19 | q_r19_r5 | q_r5_r13 | q_r13_r12,15000,0,15000,100.00
21,11,2,q_r22_r15 | q_r15_r5 | q_r5_r13 | q_r13_r12,232500,30000,202500,87.10
21,11,3,q_r22_r7 | q_r7_r3 | q_r3_r13 | q_r13_r12,13500,3000,10500,77.78
21,12,2,q_r22_r18 | q_r18_r6 | q_r6_r13,4500,4500,0,0.00
21,12,3,q_r22_r7 | q_r7_r6 | q_r6_r13,129000,129000,0,0.00
21,13,0,q_r22_r7 | q_r7_r14,9355500,9355500,0,0.00
21,13,1,q_r22_r15 | q_r15_r2 | q_r2_r14,8263500,8262000,1500,0.02
21,13,2,q_r22_r7 | q_r7_r2 | q_r2_r14,5613000,5613000,0,0.00
21,13,3,q_r22_r19 | q_r19_r5 | q_r5_r7 | q_r7_r14,405000,405000,0,0.00
21,14,0,q_r22_r15,75502500,75501000,1500,0.00
21,15,0,q_r22_r16,12225000,12225000,0,0.00
21,15,3,q_r22_r15 | q_r15_r5 | q_r5_r1 | q_r1_r16,22500,22500,0,0.00
21,16,0,q_r22_r19 | q_r19_r17,1654500,1654500,0,0.00
21,17,0,q_r22_r18,44808000,44806500,1500,0.00
21,17,1,q_r22_r7 | q_r7_r6 | q_r6_r18,6264000,6264000,0,0.00
21,17,3,q_r22_r7 | q_r7_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,10500,10500,0,0.00
21,18,0,q_r22_r19,159882000,159882000,0,0.00
21,19,1,q_r22_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,309000,309000,0,0.00
21,19,3,q_r22_r15 | q_r15_r5 | q_r5_r1 | q_r1_r20,520500,520500,0,0.00
21,20,0,q_r22_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,66000,64500,1500,2.27
21,20,2,q_r22_r19 | q_r19_r5 | q_r5_r4 | q_r4_r21,316500,315000,1500,0.47
